0	0	0	1	0.40824829	0	0	0	1	1	0	0.577350269	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	0	0.447213595	0	0	0.707106781	0.577350269	1	0	1	0.5	0.5	0.316227766	0	0.577350269	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0.707106781	0.5	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0.707106781	0.577350269	0.707106781	0	0.707106781	1	0.707106781	0	0.333333333	1	1	0.577350269	0	0.5	0	0	0	0	1	0.40824829	0	1	0	0	1	1	1	1	1	1	1	0.577350269	0	1	0	0.40824829	1	0.40824829	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0.707106781	0	1	0	1	1	1	0	0	0	1	0	0.577350269	0	0	1	0	1	0	1	0.707106781	0	0.577350269	0.707106781	0	0	0.333333333	0	0	0	0	0	0.301511345	0	1	0	0.707106781	0.707106781	0	0	1	1	1	0.707106781	0	0	0	1	1	0	1	1	0	0.707106781	1	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.707106781	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0.447213595	0	0	0	0	1	1	0	1	0	1
0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.447213595	0	0	0	0	0	0	0	0	0.5	0.316227766	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.447213595	1	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0.707106781	0	0	1	0	0	1	0	0	0.707106781	0	0	0	0	0	0	0.447213595	0	0	0	0	0	0	0	0	0	0.707106781	0.577350269	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0.40824829	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40824829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.707106781	0	1	0	0	1	0.577350269	0	0	0	0	0	0.707106781	1	0	0	0.301511345	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.447213595	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0.40824829	0	0	0	1	1	0	0.577350269	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	0	0.447213595	0	0	0.707106781	0.577350269	1	0	1	0.5	0.5	0.316227766	0	0.577350269	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0.707106781	0.5	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0.707106781	0.577350269	0.707106781	0	0.707106781	1	0.707106781	0	0.333333333	1	1	0.577350269	0	0.5	0	0	0	0	1	0.40824829	0	1	0	0	1	1	1	1	1	1	1	0.577350269	0	1	0	0.40824829	1	0.40824829	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0.707106781	0	1	0	1	1	1	0	0	0	1	0	0.577350269	0	0	1	0	1	0	1	0.707106781	0	0.577350269	0.707106781	0	0	0.333333333	0	0	0	0	0	0.301511345	0	1	0	0.707106781	0.707106781	0	0	1	1	1	0.707106781	0	0	0	1	1	0	1	1	0	0.707106781	1	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.707106781	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0.447213595	0	0	0	0	1	1	0	1	0	1
0.40824829	0	0	0.40824829	0	0	0.40824829	0	0.40824829	0.40824829	0	0.23570226	0	0	0	0.40824829	0.40824829	0.40824829	0	0.40824829	0.40824829	0	0	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.204124145	0.40824829	0	0.182574186	0	0	0.288675135	0.23570226	0.40824829	0	0.40824829	0.204124145	0.204124145	0.25819889	0.288675135	0.23570226	0	0	0	0.40824829	0.40824829	0	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0	0.577350269	0.204124145	0.40824829	0	0.40824829	0.40824829	0.40824829	0.40824829	0.288675135	0.40824829	0.40824829	0.40824829	0.40824829	0.23570226	0.182574186	0	0	0.40824829	0	0.40824829	0.40824829	0.40824829	0	0	0.40824829	0	0	0	0	0.40824829	0.40824829	0	0.40824829	0	0	0.40824829	0	0	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.182574186	0.288675135	0	0	0.40824829	0.40824829	0	0	0.40824829	0	0.288675135	0.23570226	0.288675135	0	0.288675135	0.40824829	0.288675135	0	0.544331054	0.40824829	0.40824829	0.471404521	0	0.204124145	0	0.288675135	0.40824829	0.40824829	0.40824829	0.166666667	0	0.40824829	0	0	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.471404521	0.40824829	0.40824829	0	0.333333333	0.40824829	0.333333333	0.40824829	0.40824829	0	0.40824829	0.40824829	0.40824829	0	0.40824829	0.40824829	0.288675135	0	0.40824829	0.40824829	0	0.288675135	0	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0	0	0	0.40824829	0.40824829	0.23570226	0	0	0.40824829	0	0.40824829	0	0.40824829	0.288675135	0	0.23570226	0.288675135	0	0.40824829	0.272165527	0	0	0	0.40824829	0.40824829	0.615457455	0	0.40824829	0	0.288675135	0.288675135	0	0	0.40824829	0.40824829	0.40824829	0.288675135	0	0	0	0.40824829	0.40824829	0	0.40824829	0.40824829	0.40824829	0.577350269	0.40824829	0	0.471404521	0	0	0	0.40824829	0	0.40824829	0	0	0	0	0	0.288675135	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0.40824829	0	0	0.40824829	0.40824829	0	0	0	0.40824829	0.365148372	0	0	0	0	0.40824829	0.40824829	0	0.40824829	0	0.40824829
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.40824829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	1	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.40824829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0.577350269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0.577350269	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40824829	1	1	0	0	1	1	0	0	0	0.707106781	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.447213595	0	0	0	0	0	0	0	0	0.5	0.316227766	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.447213595	1	0	0	0	0	0	0	0.707106781	0	0	0.707106781	0	0	0.707106781	0	0	1	0	0	1	0	0	0.707106781	0	0	0	0	0	0	0.447213595	0	0	0	0	0	0	0	0	0	0.707106781	0.577350269	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0.40824829	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40824829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.707106781	0	1	0	0	1	0.577350269	0	0	0	0	0	0.707106781	1	0	0	0.301511345	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.447213595	0	0	0	0	0	0	0	0	0	0
1	0	0	1	0.40824829	0	0	0	0	1	0	0.577350269	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	0	0.447213595	0	0	0.707106781	0.577350269	1	0	1	0.5	0.5	0.316227766	0	0.577350269	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0.707106781	0.5	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0.707106781	0.577350269	0.707106781	0	0.707106781	1	0.707106781	0	0.333333333	1	1	0.577350269	0	0.5	0	0	0	0	1	0.40824829	0	1	0	0	1	1	1	1	1	1	1	0.577350269	0	1	0	0.40824829	1	0.40824829	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0.707106781	0	1	0	1	1	1	0	0	0	1	0	0.577350269	0	0	1	0	1	0	1	0.707106781	0	0.577350269	0.707106781	0	0	0.333333333	0	0	0	0	0	0.301511345	0	1	0	0.707106781	0.707106781	0	0	1	1	1	0.707106781	0	0	0	1	1	0	1	1	0	0.707106781	1	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.707106781	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0.447213595	0	0	0	0	1	1	0	1	0	1
1	0	0	1	0.40824829	0	0	0	1	0	0	0.577350269	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	0	0.447213595	0	0	0.707106781	0.577350269	1	0	1	0.5	0.5	0.316227766	0	0.577350269	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0.707106781	0.5	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0.707106781	0.577350269	0.707106781	0	0.707106781	1	0.707106781	0	0.333333333	1	1	0.577350269	0	0.5	0	0	0	0	1	0.40824829	0	1	0	0	1	1	1	1	1	1	1	0.577350269	0	1	0	0.40824829	1	0.40824829	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0.707106781	0	1	0	1	1	1	0	0	0	1	0	0.577350269	0	0	1	0	1	0	1	0.707106781	0	0.577350269	0.707106781	0	0	0.333333333	0	0	0	0	0	0.301511345	0	1	0	0.707106781	0.707106781	0	0	1	1	1	0.707106781	0	0	0	1	1	0	1	1	0	0.707106781	1	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.707106781	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0.447213595	0	0	0	0	1	1	0	1	0	1
