0	0	1	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.447213595	1	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.333333333	0	0.333333333	0	0	0	0	0.065372045	0.503952631	0.201007563	0	0.251976315	0	0	0	0	0	0.333333333	0.333333333	0	0.11785113	0	0.19245009	0.15430335	0	0.169333503	0.25819889	0	0.11785113	0.210818511	0.251976315	0	0.19245009	0	0	0.103176431	0.210818511	0.19245009	0
0	0.447213595	0	0	0	0.447213595	0	0	0	0	0	0	0	0	0.298142397	0	0.316227766	0	0	0.447213595	0	0	0	0	0	0	0	0	0.158113883	0	0	0.447213595	0	0	0	0	0	0	0
0	1	0	0	0.447213595	0	0	0	0	0	0	0	0	0	0	0	0.707106781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.377964473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077382323	0.316227766	0	0
0	0	0	0.065372045	0	0	0	0	0.148249863	0.05913124	0	0.148249863	0	0.104828484	0.065372045	0	0	0	0	0	0.069337525	0	0.113227703	0	0	0.12453387	0.101273937	0	0.069337525	0.062017367	0.148249863	0	0.113227703	0	0	0.091055533	0.248069469	0.113227703	0
0	0	0	0.503952631	0	0	0	0.148249863	0	0.227921153	0	0.285714286	0	0	0.251976315	0	0	0	0	0	0.133630621	0	0.21821789	0.174963553	0	0.24000768	0.195180015	0	0.133630621	0.239045722	0.142857143	0	0.21821789	0	0	0.146238845	0.358568583	0.21821789	0
0	0	0	0.201007563	0	0	0	0.05913124	0.227921153	0	0	0.227921153	0	0.080582296	0	0	0	0	0	0	0.106600358	0	0.348155312	0.232621053	0	0.229751874	0.233549683	0	0.213200716	0	0.227921153	0	0	0	0	0.233316483	0.286038777	0.174077656	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15430335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.251976315	0	0	0.377964473	0.148249863	0.285714286	0.227921153	0	0	0	0.101015254	0	0	0	0	0	0	0.133630621	0.377964473	0	0.116642369	0	0.192006144	0.195180015	0	0.267261242	0.239045722	0.142857143	0	0.21821789	0	0	0.175486614	0.358568583	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15430335	0	0.127000127	0.25819889	0	0	0	0	0	0	0	0	0.077382323	0	0	0
0	0	0	0	0	0	0	0.104828484	0	0.080582296	0	0.101015254	0	0	0	0	0.188982237	0	0	0	0.377964473	0	0	0.08247861	0	0.169711058	0.138013112	0	0.094491118	0	0.101015254	0	0	0	0.15430335	0.082725183	0.169030851	0	0
