0	0.367879441	1	0.018315639	0.049787068	0.367879441	0.367879441	1.37096E-06	0.018315639	0.002478752	0.367879441	0.018315639	0.367879441	0.000553084	0.006737947	0.22313016	0.22313016	1	1	0.367879441	0.011108997	0.367879441	0.135335283	4.59906E-10	0.367879441	2.08797E-14	0.000335463	0.367879441	0.011108997	0.004086771	0.018315639	0.367879441	0.135335283	0.22313016	0.135335283	3.3057E-37	0.004086771	0.135335283	0.367879441
0.367879441	0	0.367879441	0.006737947	0.135335283	1	0.367879441	1.37096E-06	0.018315639	0.002478752	0.367879441	0.018315639	0.367879441	0.000553084	0.006737947	0.22313016	0.60653066	0.367879441	0.367879441	0.367879441	0.011108997	0.367879441	0.135335283	4.59906E-10	0.367879441	2.08797E-14	0.000335463	0.367879441	0.011108997	0.004086771	0.018315639	1	0.135335283	0.22313016	0.135335283	3.3057E-37	0.004086771	0.135335283	0.367879441
1	0.367879441	0	0.018315639	0.049787068	0.367879441	0.367879441	1.37096E-06	0.018315639	0.002478752	0.367879441	0.018315639	0.367879441	0.000553084	0.006737947	0.22313016	0.22313016	1	1	0.367879441	0.011108997	0.367879441	0.135335283	4.59906E-10	0.367879441	2.08797E-14	0.000335463	0.367879441	0.011108997	0.004086771	0.018315639	0.367879441	0.135335283	0.22313016	0.135335283	3.3057E-37	0.004086771	0.135335283	0.367879441
0.018315639	0.006737947	0.018315639	0	0.000911882	0.006737947	0.006737947	6.8256E-08	0.018315639	0.000335463	0.006737947	0.002478752	0.006737947	1.01301E-05	0.00012341	0.004086771	0.004086771	0.018315639	0.018315639	0.006737947	0.000553084	0.006737947	0.006737947	1.6919E-10	0.006737947	2.08797E-14	0.00012341	0.006737947	0.000553084	0.000553084	0.002478752	0.006737947	0.006737947	0.004086771	0.002478752	3.3057E-37	0.000553084	0.006737947	0.006737947
0.049787068	0.135335283	0.049787068	0.000911882	0	0.135335283	0.049787068	1.85539E-07	0.002478752	0.000335463	0.049787068	0.002478752	0.049787068	7.48518E-05	0.006737947	0.030197383	0.082084999	0.049787068	0.049787068	0.135335283	0.001503439	0.049787068	0.018315639	6.22414E-11	0.049787068	2.82576E-15	4.53999E-05	0.049787068	0.004086771	0.000553084	0.002478752	0.135335283	0.018315639	0.030197383	0.018315639	4.47378E-38	0.000553084	0.018315639	0.049787068
0.367879441	1	0.367879441	0.006737947	0.135335283	0	0.367879441	1.37096E-06	0.018315639	0.002478752	0.367879441	0.018315639	0.367879441	0.000553084	0.006737947	0.22313016	0.60653066	0.367879441	0.367879441	0.367879441	0.011108997	0.367879441	0.135335283	4.59906E-10	0.367879441	2.08797E-14	0.000335463	0.367879441	0.011108997	0.004086771	0.018315639	1	0.135335283	0.22313016	0.135335283	3.3057E-37	0.004086771	0.135335283	0.367879441
0.367879441	0.367879441	0.367879441	0.006737947	0.049787068	0.367879441	0	1.37096E-06	0.018315639	0.002478752	0.367879441	0.049787068	0.367879441	0.000553084	0.006737947	0.22313016	0.22313016	0.367879441	0.367879441	0.367879441	0.011108997	0.367879441	0.135335283	4.59906E-10	0.367879441	2.08797E-14	0.000335463	0.367879441	0.011108997	0.004086771	0.018315639	0.367879441	0.135335283	0.22313016	0.135335283	8.98583E-37	0.011108997	0.135335283	0.367879441
1.37096E-06	1.37096E-06	1.37096E-06	6.8256E-08	1.85539E-07	1.37096E-06	1.37096E-06	0	5.04348E-07	2.511E-08	1.37096E-06	5.04348E-07	1.37096E-06	1.523E-08	6.8256E-08	8.31529E-07	8.31529E-07	1.37096E-06	1.37096E-06	1.37096E-06	1.12535E-07	1.37096E-06	1.37096E-06	1.71391E-15	1.37096E-06	1.15482E-17	9.23745E-09	1.37096E-06	1.12535E-07	4.13994E-08	5.04348E-07	1.37096E-06	1.37096E-06	8.31529E-07	5.04348E-07	4.96992E-40	8.31529E-07	1.37096E-06	1.37096E-06
0.018315639	0.018315639	0.018315639	0.018315639	0.002478752	0.018315639	0.018315639	5.04348E-07	0	0.000911882	0.018315639	0.006737947	0.018315639	2.75364E-05	0.002478752	0.011108997	0.011108997	0.018315639	0.018315639	0.018315639	0.001503439	0.018315639	0.018315639	4.59906E-10	0.018315639	1.54281E-13	0.00012341	0.018315639	0.001503439	0.001503439	0.002478752	0.018315639	0.018315639	0.011108997	0.006737947	2.4426E-36	0.004086771	0.018315639	0.018315639
0.002478752	0.002478752	0.002478752	0.000335463	0.000335463	0.002478752	0.002478752	2.511E-08	0.000911882	0	0.002478752	0.000911882	0.002478752	1.01301E-05	4.53999E-05	0.001503439	0.001503439	0.002478752	0.002478752	0.002478752	0.000203468	0.002478752	0.006737947	4.59906E-10	0.002478752	5.67569E-14	4.53999E-05	0.002478752	0.000553084	2.75364E-05	0.000911882	0.002478752	0.000911882	0.001503439	0.000911882	4.90609E-35	0.000553084	0.002478752	0.002478752
0.367879441	0.367879441	0.367879441	0.006737947	0.049787068	0.367879441	0.367879441	1.37096E-06	0.018315639	0.002478752	0	0.018315639	0.367879441	0.000553084	0.006737947	0.22313016	0.22313016	0.367879441	0.367879441	0.367879441	0.011108997	0.367879441	0.135335283	1.25015E-09	0.367879441	2.08797E-14	0.000335463	0.367879441	0.011108997	0.004086771	0.018315639	0.367879441	0.135335283	0.22313016	0.135335283	3.3057E-37	0.004086771	0.135335283	0.367879441
0.018315639	0.018315639	0.018315639	0.002478752	0.002478752	0.018315639	0.049787068	5.04348E-07	0.006737947	0.000911882	0.018315639	0	0.018315639	7.48518E-05	0.000335463	0.011108997	0.011108997	0.018315639	0.018315639	0.018315639	0.001503439	0.049787068	0.006737947	1.6919E-10	0.018315639	5.67569E-14	0.00012341	0.018315639	0.004086771	0.001503439	0.002478752	0.018315639	0.018315639	0.011108997	0.006737947	6.63968E-36	0.004086771	0.006737947	0.018315639
